,0
509,catelynToo large a party attracts unwanted attention. I don't want the Lannisters to know I'm coming.
510,rodrickLet me accompany you at least. The Kingsroad can be a dangerous place for a woman alone.
511,robbWhat about Bran?
512,catelynI have prayed to the Seven for more than a month. Bran's life is in their hands now.
513,"doreahNo, Khaleesi. You must look in his eyes always. Love comes in at the eyes. It is said that Irogenia of Lys could finish a man with nothing but her eyes."
514,daenerysFinish a man?
515,doreahKings traveled across the world for a night with Irogenia. Magisters sold their palaces. Khals burned her enemies just to have her for a few hours. They say a thousand men proposed to her and she refused them all.
516,"daenerysWell, she sounds like an interesting woman. I don't think that Drogo will like it with me on top."
517,"doreahYou will make him like it, Khaleesi. Men want what they've never had. And the Dothraki take slaves like a hound takes a bitch. Are you a slave, Khaleesi? Then don't make love like a slave. Very good, Khaleesi. Out there he is the mighty Khal, but in this tent, he belongs to you."
518,daenerysI don't think that this is the Dothraki way.
519,"doreahIf he wanted the Dothraki way, why did he marry you?"
520,daenerysNo. No. Tonight I would look upon your face.
521,"sansaPardon me, Ser."
522,"sandorDo I frighten you so much, girl? Or is it him there making you shake? He frightens me too. Look at that face."
523,"sansaI'm sorry if I offended you, Ser. Why won't he speak to me?"
524,sandorHe hasn't been very talkative these last 20 years. Since the mad King had his tongue ripped out with hot pincers.
525,"joffreyHe speaks damn well with his sword though. Ser Ilyn Payne, the King's justice. The royal executioner. What is it, sweet lady? Does the hound frighten you? Away with you, dog. You're scaring my lady. I don't like to see you upset. The sun is finally shining. Come walk with me."
526,"sansaStay, Lady. I probably shouldn't have any more. Father only lets us have one cup at feasts."
527,joffreyMy princess can drink as much as she wants. Don't worry... You're safe with me.
528,mycahI'll get you!
529,sansaArya!
530,aryaWhat are you doing here? Go away.
531,"joffreyYour sister? And who are you, boy?"
532,"mycahMycah, my Lord."
533,sansaHe the butcher's boy.
534,aryaHe's my friend.
535,"joffreyA butcher's boy who wants to be a Knight, eh? Pick up your sword, butcher's boy. Let's see how good you are."
536,"mycahShe asked me to, my Lord. She asked me to."
537,"joffreyI'm your prince, not your lord, and I said pick up your sword."
538,"mycahIt's not a sword, my prince. It's only a stick."
539,"joffreyAnd you're not a Knight. Only a butcher's boy. That was my lady's sister you were hitting, do you know that?"
540,aryaStop it!
541,"sansaArya, stay out of this."
542,joffreyI won't hurt him... Much. Filthy little bitch!
543,"sansaNo no, stop it, stop it, both of you. You're spoiling it. You're spoiling everything!"
544,"joffreyI'll gut you, you little cunt!"
545,aryaNymeria!
546,joffreyPlease don't.
547,"sansaArya, leave him alone. My prince, my poor prince, look what they did to you. Stay here, I'll go back to the inn and bring help."
548,joffreyThen go! Don't touch me.
549,soldierThe wolf's not here. Look down by the stream.
550,aryaYou've got to go. They'll kill you for what you did to Joffrey. Go on... run. Go! Leave now!
551,soldierIt's a direwolf.
552,soldierI'll check down here.
553,soldierI think I heard a noise.
554,aryaGo!
555,joryMy lord! My lord! They found her. She's unharmed.
556,eddardWhere is she?
557,joryShe's been taken directly before the King.
558,eddardWho took her?
559,joryThe Lannisters found her.
560,"eddardRight, get back."
561,joryThe Queen ordered them to bring her straight to him.
562,eddardBack! Back to the inn. All back!
563,aryaI'm sorry.
564,eddardAre you hurt?
565,aryaNo.
566,eddardIt's all right. What is the meaning of this? Why was my daughter not brought to me at once?
567,cerseiHow dare you speak to your King in that manner?
568,"robertQuiet, woman. Sorry, Ned. I never meant to frighten the girl. But we need to get this business done quickly."
569,cerseiYour girl and that butcher's boy attacked my son. That animal of hers nearly tore his arm off.
570,aryaThat's not true! She just... Bit him a little. He was hurting Mycah.
571,cerseiJoffrey told us what happened. You and that boy beat him with clubs while you set your wolf on him.
572,aryaThat's not what happened!
573,joffreyYes it is! They all attacked me and she threw my sword in the river.
574,aryaLiar!
575,joffreyShut up!
576,"robertEnough! He tells me one thing, she tells me another. Seven hells! What am I to make of this? Where's your other daughter, Ned?"
577,eddardIn bed asleep.
578,"cerseiShe's not. Sansa, come here, darling."
579,"robertNow, child... Tell me what happened. Tell it all and tell it true. It's a great crime to lie to a King."
580,sansaI don't know. I don't remember. Everything happened so fast. I didn't see.
581,aryaLiar! Liar liar liar!
582,eddardStop it! That's enough of that.
583,aryaLiar liar liar!
584,eddardStop! Arya!
585,cerseiShe's as wild as that animal of hers. I want her punished.
586,"robertWhat would you have me do, whip her through the streets? Damn it, children fight. It's over."
587,cerseiJoffrey will bear these scars for the rest of his life.
588,robertYou let that little girl disarm you? See to it that your daughter is disciplined. I'll do the same with my son.
589,"eddardGladly, your Grace."
590,cerseiAnd what of the direwolf? What of the beast that savaged your son?
591,robertI'd forgot the damned wolf.
592,"soldierWe found no trace of the direwolf, your Grace."
593,robertSo be it.
594,cerseiWe have another wolf.
595,robertAs you will.
596,eddardYou can't mean it.
597,robertA direwolf's no pet. Get her a dog. She'll be happier for it.
598,"sansaHe doesn't mean Lady, does he? No no, not Lady! Lady didn't bite anyone! She's good!"
599,aryaLady wasn't there! You leave her alone!
600,sansaStop them. Don't let them do it. Please! It wasn't Lady!
601,eddards this your command... your Grace?
602,cerseiWhere is the beast?
603,"soldierChained up outside, your Grace."
604,"cerseiSer Ilyn, do me the honor."
605,"eddardNo. Jory... Take the girls to their rooms. If it must be done, then I'll do it myself."
606,cerseiIs this some trick?
607,eddardThe wolf is of the north. She deserves better than a butcher.
608,eddardThe butcher's boy... You rode him down?
609,sandorHe ran... Not very fast.
610,"kingsWelcome, Lord Stark. Grand Maester Pycelle has called a meeting of the Small Council. The honor of your presence is requested."
611,"eddardGet the girls settled in. I'll be back in time for supper. And, Jory, you go with them."
612,"joryYes, my Lord."
613,kingsIf you'd like to change into something more appropriate…
614,"jaimeThank the gods you're here, Stark. About time we had some stern northern leadership."
615,eddardGlad to see you're protecting the throne.
616,"jaimeSturdy old thing. How many kings' asses have polished it, I wonder? What's the line? The King shits and the Hand wipes."
617,eddardVery handsome armor. Not a scratch on it.
618,"jaimeI know. People have been swinging at me for years, but they always seem to miss."
619,eddardYou've chosen your opponents wisely then.
620,"jaimeI have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that."
621,eddardBut you just stood there and watched.
622,"jaime500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice."
623,eddardIs that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back?
624,"jaimeTell me... If I'd stabbed the Mad King in the belly instead of the back, would you admire me more?"
625,"eddardYou served him well, when serving was safe."
626,varysLord Stark.
627,eddardLord Varys.
628,varysI was grievously sorry to hear of your troubles on the Kingsroad. We are all praying for Prince Joffrey's full recovery.
629,eddardA shame you didn't say a prayer for the butcher's son. Renly! You're looking well.
630,"renlyAnd you look tired from the road. I told them this meeting could wait another day, but..."
631,"petyrBut we have a Kingdom to look after. I've hoped to meet you for some time, Lord Stark. No doubt Lady Catelyn has mentioned me."
632,"eddardShe has, Lord Baelish. I understand you knew my brother Brandon as well."
633,petyrAll too well. I still carry a token of his esteem from navel to collarbone.
634,eddardPerhaps you chose the wrong man to duel with.
635,"petyrIt wasn't the man that I chose, my Lord. It was Catelyn Tully. A woman worth fighting for, I'm sure you'll agree."
636,"grandI humbly beg your pardon, my Lord Stark."
637,eddardGrand Maester.
